('00001 ', 'SIGNIFICANCE');0.04154799294201786
('00074 ', 'SIGNIFICANCE');0.08781734871835592
('00078 ', 'SIGNIFICANCE');0.07576398712956198
('00121 ', 'SIGNIFICANCE');0.034194365872634164
('00147 ', 'SIGNIFICANCE');0.04067329835376485
('00157 ', 'SIGNIFICANCE');0.14310975346695037
('00179', 'SIGNIFICANCE');0.034194365872634164
('00185', 'SIGNIFICANCE');0.028621950693390078
('00195', 'SIGNIFICANCE');0.0536661575501064
('00205', 'SIGNIFICANCE');0.03018721362193485
('00223', 'SIGNIFICANCE');0.058544899145570616
('00258', 'SIGNIFICANCE');0.019514966381856874
('00319', 'SIGNIFICANCE');0.052215720859562983
('00355', 'SIGNIFICANCE');0.04246113564404023
('00402 ', 'SIGNIFICANCE');0.12879877812025536
('00411 ', 'SIGNIFICANCE');0.031933581352129425
('00412 ', 'SIGNIFICANCE');0.08221198603420554
('00485 ', 'SIGNIFICANCE');0.0633436613706174
('00526 ', 'SIGNIFICANCE');0.0330253277231424
('00555 ', 'SIGNIFICANCE');0.06899934542156537
('00593 ', 'SIGNIFICANCE');0.07576398712956198
('00631 ', 'SIGNIFICANCE');0.03219969453006384
('00809 ', 'SIGNIFICANCE');0.09659908359019152
('00858 ', 'SIGNIFICANCE');0.0434153184675018
('00923 ', 'SIGNIFICANCE');0.07025387897468473
('01151 ', 'SIGNIFICANCE');0.031414336126891554
('00001 ', 'PSEUDOMONAS');0.09178689556816409
('00007 ', 'PSEUDOMONAS');0.020922012960390344
('00008 ', 'PSEUDOMONAS');0.01580774312562826
('00018 ', 'PSEUDOMONAS');0.03897799674812448
('00061 ', 'PSEUDOMONAS');0.05126835608311869
('00062 ', 'PSEUDOMONAS');0.1305226496611508
('00079 ', 'PSEUDOMONAS');0.040075968487508266
('00080 ', 'PSEUDOMONAS');0.05690787525226174
('00081 ', 'PSEUDOMONAS');0.15380506824935605
('00082 ', 'PSEUDOMONAS');0.1816208784646651
('00123 ', 'PSEUDOMONAS');0.098117026297003
('00135 ', 'PSEUDOMONAS');0.03161548625125652
('00148 ', 'PSEUDOMONAS');0.03647940721298829
('00152 ', 'PSEUDOMONAS');0.0406484823230441
('00159 ', 'PSEUDOMONAS');0.042468563621090846
('00160 ', 'PSEUDOMONAS');0.043775288655585956
('00161 ', 'PSEUDOMONAS');0.047423229376884785
('00176', 'PSEUDOMONAS');0.03695316574822191
('00177', 'PSEUDOMONAS');0.0669504414732491
('00178', 'PSEUDOMONAS');0.025634178041559343
('00188', 'PSEUDOMONAS');0.11613852092298313
('00200', 'PSEUDOMONAS');0.08368805184156138
('00250', 'PSEUDOMONAS');0.026592465071150345
('00260', 'PSEUDOMONAS');0.018969291750753913
('00265', 'PSEUDOMONAS');0.05173443204751067
('00271', 'PSEUDOMONAS');0.05368667476628466
('00282', 'PSEUDOMONAS');0.21887644327792977
('00384 ', 'PSEUDOMONAS');0.11855807344221195
('00394 ', 'PSEUDOMONAS');0.050810602903805124
('00427 ', 'PSEUDOMONAS');0.13549494107681365
('00447 ', 'PSEUDOMONAS');0.02845393762613087
('00458 ', 'PSEUDOMONAS');0.024319604808658864
('00459 ', 'PSEUDOMONAS');0.06054029282155504
('00460 ', 'PSEUDOMONAS');0.03897799674812448
('00469 ', 'PSEUDOMONAS');0.043775288655585956
('00479 ', 'PSEUDOMONAS');0.0490585131485015
('00505 ', 'PSEUDOMONAS');0.021076990834171014
('00550 ', 'PSEUDOMONAS');0.03768733460414685
('00556 ', 'PSEUDOMONAS');0.098117026297003
('00590 ', 'PSEUDOMONAS');0.09645402585129108
('00611 ', 'PSEUDOMONAS');0.028741351137505932
('00668 ', 'PSEUDOMONAS');0.04516498035893789
('00696 ', 'PSEUDOMONAS');0.037938583501507826
('00753 ', 'PSEUDOMONAS');0.05126835608311869
('00778 ', 'PSEUDOMONAS');0.1580774312562826
('00800 ', 'PSEUDOMONAS');0.08451664641425011
('00802 ', 'PSEUDOMONAS');0.10943822163896488
('00842 ', 'PSEUDOMONAS');0.03347522073662455
('00865 ', 'PSEUDOMONAS');0.03428185256160346
('00884 ', 'PSEUDOMONAS');0.05471911081948244
('00890 ', 'PSEUDOMONAS');0.04094091744767032
('00905 ', 'PSEUDOMONAS');0.194004120178165
('00912 ', 'PSEUDOMONAS');0.0812969646460882
('00913 ', 'PSEUDOMONAS');0.03197071643385491
